SL,Compounds,   PID,BBB-Class,References,,
1,SCC(=O)[C@@]1(O)[C@@]2(C)[C@H]([C@H]3[C@H]([C@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,BBB-Class 1: Permeable
115,OCCOCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,63345,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
116,OCCOCCN1CCN(CC1)C3=Nc2ccccc2Sc4ccccc34,5002,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
117,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,3658,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
118,OCCOC4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,218089,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
119,OCCOC(=O)NCc1ccccc1,20787,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
120,OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,4748,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
121,OCCN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,3372,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
122,OCCN4CCN(CCCN2c1ccccc1Sc3cc(Cl)cnc23)CC4,65615,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
123,OCCN4CCN(CCCN2c1ccccc1C=Cc3ccccc23)CC4,9417,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
124,OCCN4CCN(CCCN2c1cc(ccc1Sc3sccc23)C(F)(F)F)CC4,219071,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
125,OCCN4CCN(CCCC2c1ccc(F)cc1Sc3ccc(cc23)C(F)(F)F)CC4,68751,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
126,OCCN4CCN(CCC=C2c1ccccc1Sc3ccc(Cl)cc23)CC4,12454,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
127,OCCN4CCN(CCC=C2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,17012,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
128,OCCN4CCN(CCC=C2c1ccccc1COc3ccc(Cl)cc23)CC4,26390,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
129,OCCN4CCN(CC/C=C2/C1=CC=CC=C1COC3=C/C=C(/[Cl])C=C23)CC4,6436541,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
130,OCCN4CCCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,19687,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
131,OCCN4CCCN(CCCN2c1ccccc1C=Cc3ccccc23)CC4,3042817,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
132,OCCN3C(=O)CN1CCOC1(c2ccccc2F)c4cc(Cl)ccc34,3398,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
133,OCCN2C(=O)C(O)N=C(c1ccccc1F)c3cc(Cl)ccc23,38668,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
134,OCCN1CCN(CC1)CCC(=O)N3c2ccccc2Sc4ccc(cc34)C(F)(F)F,219081,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
135,OCCN1CCN(CC1)C3CC(c2ccc(F)cc2)c4ccc(cc34)C(F)(F)F,4913274,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
136,OCCN1CCN(CC1)[C@@]3([H])C[C@@]([H])(C2=C/C=C(/[F])C=C2)C4=CC=C(C=C34)C([F])([F])[F],71240,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
137,OCCN(CCO)c4nc(N1CCCCC1)c3nc(nc(N2CCCCC2)c3n4)N(CCO)CCO,3108,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
138,OCCCN4CCN(CCCC2c1ccccc1Sc3ccc(Cl)cc23)CC4,28361,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
139,OCCC4CCN(CCC=C2c1ccc(F)cc1Sc3ccc(cc23)C(F)(F)F)CC4,68714,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
140,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,5145,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
141,OCC1OC(CC1O)n2cnc3C(O)CNC=Nc23,4739,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
142,OCc1ccccc1,244,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
143,OCC1CCC(O1)n2cnc3c(=O)[nH]cnc23,135422442,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
144,OCC1(CO)COC(OC1)C(Cl)(Cl)Cl,71839,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
145,OCC(O)CN2C(=O)CN=C(c1ccccc1F)c3cc(Cl)ccc23,3050433,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
146,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,85991,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
147,OCC(O)C1OC(=O)C(=C1O)O,54676860,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
148,OCC(O)C(O)C(O)C(O)CO,453,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
149,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,298,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
150,OCC(N)(CO)CO,6503,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
151,OCC(C)(CO)C=1ON=C(N=1)C=4N=CN3C=2C=C/C=C(/[Cl])C=2C(=O)N(C)CC3=4,NA,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
152,OCC(Br)(Br)Br,6400,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
153,Oc5ccc4CC2C1CCOCC1(CCN2CC3CC3)c4c5,13559474,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
154,Oc5ccc4CC2C1CCCCC1(CCN2CCc3ccccc3)c4c5,521204,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
155,Oc5ccc4CC2C1CCCCC1(CCN2CC(=O)c3ccccc3)c4c5,517743,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
156,Oc4cccc5CC2C1CCC(=O)CC1(CCN2CC3CC3)c45,44281266,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
157,Oc4ccc3CC2C1CCCCC1(CCN2CC=C)c3c4,3912,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
158,Oc4ccc3CC1NCCC2(CCCCC12)c3c4,519103,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
159,Oc4ccc3CC1N(CCC2(CCCCC12O)c3c4)CC5CCC5,2487,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
160,Oc4ccc3CC1N(CCC2(CCCCC12O)c3c4)CC5CC5,13080266,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
161,Oc4ccc3[nH]cc(CCCCN1CCC(=CC1)c2ccccc2)c3c4,219050,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
162,Oc4ccc(CCNC(=O)C23CC1CC(CC(C1)C2)C3)cc4O,38361,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
163,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,74989,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
164,OC4(CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4)C5CCOC5=O,219083,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
165,OC3N=C(c1ccccc1Cl)c2nc(Cl)ccc2NC3=O,68672,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
166,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,3958,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
167,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,4616,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
168,OC3(CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3)c4ccc(Cl)c(c4)C(F)(F)F,33630,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
169,Oc2ccc(C=C(C#N)C(=Cc1ccc(O)cc1)C#N)cc2,NA,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
170,OC2(N1CCN=C1c3ccccc23)c4ccc(Cl)cc4,4020,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
171,OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3cccc(c3)C(F)(F)F,5567,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
172,OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,3559,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
173,OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)c(c3)C(F)(F)F,25293,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
174,OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Br)cc3,2448,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
175,OC2(C1=NCCCN1c3ccccc23)c4ccccc4Cl,5311045,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
176,OC1OC(COCCOC(O)C(Cl)(Cl)Cl)C(OC2OC(COCCOCCOC(O)C(Cl)(Cl)Cl)CC(OC(O)C(Cl)(Cl)Cl)C2O)C(OCCOCCOC(O)C(Cl)(Cl)Cl)C1O,85131940,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
177,Oc1noc2CNCCc12,3448,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
178,OC1CCN(CC1)c2ccc(nn2)c3ccccc3Cl,65835,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
179,OC1CCN(CC1)c2ccc(nn2)c3ccc(Cl)cc3Cl,65836,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
180,Oc1ccccc1c2nnco2,13883,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
181,Oc1ccccc1C(=O)Oc2ccccc2,8361,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
182,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC6CC6,4428,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
183,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC=C,4425,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
184,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=C)CCC45O)CC6CC6,4422,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
185,OC1CCC2(O)C3Cc5ccc(O)c6OC1C2(CCN3CC4CCC4)c56,4419,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
186,Oc1ccc(NC(=O)C(Cl)(Cl)Cl)cc1,242364,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
187,Oc1ccc(C[C@H](N)C)cc1,12234986,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
188,Oc1ccc(/C=C(\C#N)/C(/C#N)=C/c2ccc(O)cc2)cc1,6508939,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
189,Oc1cc2c3c(c1)C[C@@H](N(CCC)CCC)Cc3ccc2,92136292,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
190,Oc1cc2c(cc1)C[C@H]1NCC[C@@]32[C@H]1CCCC3,5463854,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
191,Oc1cc2c(cc1)C[C@H]1N(CCc3ccccc3)CC[C@@]32[C@H]1CCCC3,5362458,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
192,Oc1cc2c(cc1)C[C@H]1N(CC3CCC3)CC[C@@]32[C@@H]1[C@H](C)CC(=C)C3,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
193,Oc1cc2c(cc1)C[C@H]1N(CC3CC3)CC[C@@]32[C@H]1CCOC3,5361874,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
194,Oc1cc2c(cc1)C[C@@H]1N(CC3CCC3)CC[C@]32[C@]1(O)CCCC3,92029083,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
195,Oc1cc2c(cc1)C[C@@H]1N(CC3CC3)CC[C@]32[C@]1(O)CCCC3,101193266,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
196,Oc1cc2c(cc1)C[C@@H]1N(CC=C)CC[C@]32[C@H]1CCCC3,6916182,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
197,Oc1cc2[C@]3(CC)C(C)(C)[C@H](N(CC4CCC4)CC3)Cc2cc1,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
198,Oc1cc2[C@]3(CC)C(C)(C)[C@H](N(CC4CC4)CC3)Cc2cc1,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
199,Oc1cc2[C@]3(C)C[C@@H](CN(C)CC3)Cc2cc1,11770309,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
200,Oc1cc2[C@@]3(CC)C(C)(C)[C@H](N(CC4(O)CC4)CC3)Cc2cc1,443406,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
201,Oc1cc2[C@@]3(C)[C@H](N)[C@H](Cc2cc1)CCCCC3,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
202,Oc1cc2[C@@]3(C)[C@H](C)[C@H](N(CCc4ccccc4)CC3)Cc2cc1,86308950,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
203,Oc1cc2[C@@]3(C)[C@H](C)[C@@H](N(CC4CC4)CC3)Cc2cc1,50909175,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
204,Oc1cc2[C@@]3(C)[C@H](C)[C@@H](N(C/C=C(\C)/C)CC3)Cc2cc1,25234108,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
205,Oc1cc2[C@@]3(C)[C@H](C)[C@@H](N(C)CC3)Cc2cc1,49874210,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
206,Oc1cc([C@]2(CCC)[C@H](C)CN(C)CC2)ccc1,6328429,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
207,Oc1c2O[C@H]3[C@](O)(C)CC[C@@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
208,Oc1c2O[C@H]3[C@@]45[C@@H]([C@@H](N(C)CC4)Cc(c25)cc1)CCC3,51927599,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
209,Oc1c2O[C@@H]3C(C)=CC[C@@H]4N(C)[C@@H]5Cc(c2[C@]34C5)cc1,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
210,Oc1c2O[C@@H]3C(=C)CC[C@@]4(O)[C@H]5N(CC6CC6)CC[C@@]34c2c(cc1)C5,92209304,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
211,Oc1c2NC(=C)Cc2c(CCN(CCC)CCC)cc1,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
212,OC1C=CC2C3Cc4ccc(O)c5OC1C2(CCN3CC=C)c45,4423,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
213,OC1C=CC2C3Cc4ccc(O)c5OC1C2(CCN3)c45,430245,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
214,Oc1c(O)ccc2c1-c1c3[C@H](N(C)CCc3ccc1)C2,6005,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
215,Oc1c(C)c(C)c2O[C@](CCC[C@H](CCC[C@H](CCCC(C)C)C)C)(C)CCc2c1C,1742129,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
216,OC1=C[C@]23[C@]4([C@@H]([C@@H]5N(C)C[C@@]2(C=C1)C5)CCCC4)C3,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
217,OC[C@H]1OC(C(C)C)(C(C)C)OC1,11159776,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
218,OC[C@H]1O[C@@H](n2c3NC=[N+H][C-](O)c3nc2)CC1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
219,OC[C@H](NCCN[C@@H](CO)CC)CC,470071,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
220,OC[C@@H]1C=C[C@H](n2c3nc(N)nc(NC4CC4)c3nc2)C1,441300,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
221,OC[C@@H]1[C@H](O)C[C@H](n2c3N=CNC[C@@H](O)c3nc2)O1,44283251,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
222,OC[C@@]2([H])O[C@@]([H])(O/C1=C/C=C/C=C1/CO)[C@@](O)([H])[C@@](O)([H])[C@@]2(O)[H],439503,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
223,OC[C@@]1([H])O[C@@]([H])(C[C@@]1(O)[H])N2C=NC3=C2NC=NC[C@@]3(O)[H],439693,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
224,OC[C@@]1([H])CC[C@@]([H])(O1)N2C=NC=3C(O)=NC=NC2=3,135398739,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
225,OC[C@@](O)([H])[C@@]2([H])O[C@@]1([H])O[C@@]([H])(O[C@@]1([H])[C@@]2(O)[H])C([Cl])([Cl])[Cl],7057995,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
226,OC[C@@]([H])(NC(=O)C([Cl])([Cl])[H])[C@@](O)([H])C1=CC=C(C=C1)N(=O)=O,5959,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
227,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,6519,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
228,OC(O)C(Cl)(Cl)Cl,2707,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
229,OC(N1CNC(C1=O)(c2ccccc2)c3ccccc3)C(Cl)(Cl)Cl,3083540,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
230,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,3365,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
231,OC(Cn1ccnc1)c3ccc(CCc2ccccc2)cc3,53626,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
232,OC(CN1CCCCC1)c2cc(on2)c3ccccc3,71109,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
233,OC(CCCN1CCc3c(C1)c2cc(F)ccc2n3c4ccc(F)cc4)c5ccc(F)cc5,51174,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
234,OC(C1CCNCC1)(c2ccccc2)c3ccccc3,15723,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
235,OC(C1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F,4046,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
236,OC(C1CCCCN1)(c2ccccc2)c3ccccc3,10083,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
237,OC(C1CC1c2ccncc2)(c3ccccc3)c4ccccc4,23287,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
238,OC(C1=NCCN1)(c2ccc(Cl)cc2)c3ccccn3,32940,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
239,OC(C(=O)OCCN1CCCCC1)(c1ccccc1)c1ccccc1,20674,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
240,OC(C(=O)NC2C1SCC(=C(N1C2=O)C(O)=O)CSc3nnnn3CS(O)(=O)=O)c4ccccc4,4630261,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
241,OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,2678,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
242,OC(=O)CNC(=O)c1ccccc1O,10253,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
243,OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23,2120,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
244,OC(=O)CCCCCCNC2c1ccccc1CCc3ccccc23,34870,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
245,OC(=O)CCCCCCCC(O)=O,2266,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
246,OC(=O)CCCCC1SCC2NC(=O)NC12,253,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
247,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,2708,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
248,OC(=O)CCCC[C@@]1([H])[S]C[C@@]2([H])NC(=O)N[C@@]12[H],171548,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
249,OC(=O)c4cn(C1CC1)c3cc(N2CCNCC2)c(F)cc3c4=O,2764,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
250,OC(=O)c2cc(=O)c1ccccc1o2,2741,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
251,OC(=O)C2=C(CSC3C(NC(=O)Cn1cnnn1)C(=O)N23)CSc4nncs4,2653,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
252,OC(=O)C2=C(CSC3C(NC(=O)Cc1cccs1)C(=O)N23)CSc4nc[nH]n4,12760821,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
253,OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,3826,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
254,OC(=O)C1CCN1C34CC2CC(CC(C2)C3)C4,37906,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
255,OC(=O)c1ccccc1OC(=O)c1ccccc1O,5161,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
256,OC(=O)c1ccccc1O,338,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
